Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2015,11,4,Weekday,200,2-Car,No injury/unknown,UNSAFE SPEED,9TH & WALNUT,39.170544,-86.533536
2015,11,4,Weekday,1100,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,6TH & COLLEGE,39.167648,-86.534784
2015,11,4,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD & LANDMARK,39.16442983,-86.55630983
2015,11,4,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,1ST & WALNUT,39.15961866,-86.5336
2015,11,4,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N JACOBS,39.1702919,-86.57196044
2015,11,4,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E GOODNIGHT & S CLARIZZ,0,0
2015,11,4,Weekday,1500,1-Car,No injury/unknown,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,N CENTER & SR45,0,0
2015,11,4,Weekday,1600,3+ Cars,Incapacitating,FOLLOWING TOO CLOSELY,SR37N & VERNAL,0,0
2015,11,4,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,S BASSWOOD,0,0
2015,11,4,Weekday,1000,2-Car,No injury/unknown,IMPROPER TURNING,3RD & SWAIN,39.16425012,-86.51525996
2015,11,5,Weekday,1100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,8TH & VERNAL,39.16994981,-86.55006663
2015,11,5,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,14TH & INDIANA,39.176192,-86.52712
2015,11,5,Weekday,1200,2-Car,Non-incapacitating,IMPROPER LANE USAGE,3RD & SWAIN,39.16425544,-86.51526433
2015,11,4,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,CURRY & SR46N,0,0
2015,11,5,Weekday,1400,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,COLLEGE MALL & EAST 3RD,39.16424,-86.4984
2015,11,4,Weekday,1600,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,45 46 & EAST GATE,0,0
2015,11,5,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE MALL & E 3RD,39.16424,-86.4984
2015,11,3,Weekday,1600,2-Car,Incapacitating,UNSAFE LANE MOVEMENT,SR37S & TAPP,39.13153035,-86.572896
2015,11,5,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & N PETE ELLIS,39.171504,-86.495312
2015,11,5,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,7TH & WALNUT,39.16864,-86.533568
2015,11,5,Weekday,2300,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,ACORN,39.1116066,-86.57214355
2015,11,6,Weekday,200,1-Car,No injury/unknown,IMPROPER TURNING,2800 E 3RD & PETE ELLIS,39.16424,-86.495088
2015,11,4,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HARTSTRAIT & VERNAL,0,0
2015,11,6,Weekday,700,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,PATTERSON,39.153488,-86.541496
2015,11,6,Weekday,800,2-Car,No injury/unknown,UNSAFE BACKING,EAST THIRD,39.164569,-86.490036
2015,11,6,Weekday,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,10TH & GRANT,39.171696,-86.529696
2015,11,6,Weekday,1100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N JACOB,39.17081,-86.571487
2015,11,6,Weekday,1100,Pedestrian,Incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3RD & LANDMARK,39.16443574,-86.55630199
2015,11,6,Weekday,900,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH,39.16854879,-86.5194549
2015,11,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,E 6TH & N COLLEGE,39.167648,-86.534784
2015,11,6,Weekday,0,2-Car,No injury/unknown,IMPROPER TURNING,2ND & COLLEGE MALL,39.16028506,-86.49771872
2015,11,6,Weekday,1400,1-Car,No injury/unknown,IMPROPER TURNING,E 7TH,39.168752,-86.5436
2015,11,6,Weekday,1300,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,3RD & STATE 37,39.164752,-86.573104
2015,11,6,Weekday,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,JORDAN & LINGELBACH,0,0
2015,11,5,Weekday,500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ELLER & GARRISON CHAPEL,39.12282799,-86.64295746
2015,11,2,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E TEMPERANCE,39.22823334,-86.61592864
2015,11,6,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & W FULLERTON,39.12223816,-86.57208251
2015,11,6,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E KIRKWOOD & S WASHINGTON,39.16664,-86.5324
2015,11,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LIBERTY & SR45W,39.145152,-86.5776
2015,11,6,Weekend,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,3RD & WOODSCREST,0,0
2015,11,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E KIRKWOOD & S DUNN,39.16653628,-86.52825027
2015,11,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W DILLMAN,39.092976,-86.545648
2015,11,6,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,3RD,39.16456,-86.5550845
2015,11,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N JORDAN & WELLS LIBRARY PARKING,0,0
2015,11,6,Weekend,2200,1-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,E 14TH,39.17600327,-86.53063151
2015,11,6,Weekend,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SR45E,39.21936967,-86.44920774
2015,11,6,Weekend,2300,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,7TH & INDIANA,39.16864,-86.526944
2015,11,6,Weekend,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE & SR46W,39.18699904,-86.54785641
2015,11,6,Weekday,1300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,ACUFF & SR37N,39.20864676,-86.55461996
2015,11,7,Weekend,1200,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,ARBUTUS & THIRD,39.16427024,-86.51217006
2015,8,7,Weekend,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46W & UNION VALLEY,39.215152,-86.5928
2015,11,7,Weekend,1000,2-Car,No injury/unknown,UNSAFE BACKING,W STATE ROAD 46,0,0
2015,11,7,Weekend,1300,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,DILLMAN ROAD & SR37S,39.0929718,-86.54577636
2015,11,7,Weekend,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DUNN & SR45E,39.18635203,-86.52673139
2015,11,7,Weekend,1500,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & WODDLAWN,0,0
2015,11,7,Weekend,1800,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,COTTAGE & INDIANA,39.17264,-86.52704
2015,11,7,Weekend,2200,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,12TH & INDIANA,39.174368,-86.527088
2015,11,7,Weekend,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,10TH & DUNN,39.17168,-86.528256
2015,11,7,Weekend,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ACUFF & SR37,39.207901,-86.55677032
2015,11,1,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,8TH & WOODLAWN,39.169552,-86.52344
2015,11,3,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY & WOODYARD,0,0
2015,11,7,Weekend,1300,2-Car,Non-incapacitating,UNSAFE SPEED,DUNN,0,0
2015,11,1,Weekend,100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N COLLEGE,39.17091135,-86.534768
2015,11,1,Weekend,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,BLOOMFIELD & INDUSTRIAL,0,0
2015,11,1,Weekend,1600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,N OLD STATE ROAD 37 & N WALNUT,39.20704,-86.534704
2015,11,1,Weekend,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,S ROCKPORT & W POPCORN,39.002752,-86.59
2015,11,1,Weekend,600,3+ Cars,No injury/unknown,DRIVER ASLEEP OR FATIGUED,414 E 1 & GRANT,39.170036,-86.52955059
2015,11,3,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37N & W ACUFF,39.20824,-86.554704
2015,11,6,Weekday,700,2-Car,No injury/unknown,UNSAFE SPEED,S OLD SR 37 & S ORCHARD,39.08724384,-86.53130024
2015,11,1,Weekend,1000,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,VARSITY,39.1832428,-86.5311203
2015,11,7,Weekend,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,COLLEGE & SR46,39.18643688,-86.53611147
2015,11,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E KIRKWOOD & N DUNN,39.16664,-86.528192
2015,11,4,Weekday,100,2-Car,No injury/unknown,UNSAFE BACKING,N JORDAN,39.17963492,-86.511088
2015,11,3,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,STRONG & WEST ALLEN,39.15565029,-86.54429372
2015,11,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DUNN & E 3RD,39.164448,-86.528096
2015,11,2,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & ROSE,39.164352,-86.510944
2015,11,2,Weekday,1500,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,BROADWAY & CURRY,0,0
2015,11,2,Weekday,1300,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,PROSPECT & SOUTH ROGERS,39.163744,-86.538592
2015,11,2,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,COLLEGE MALL & SR46W,39.16424,-86.4984
2015,11,2,Weekday,1800,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,ACCESS ROAD TO EASTLAND PLAZA & S COLLEGE MALL,0,0
2015,11,2,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,2606 S LEONARD SPRINGS & WALNUT LEAF,39.13330738,-86.583496
2015,11,2,Weekday,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SOUTH WALNUT,39.15997696,-86.53328704
2015,11,2,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & W VERNAL,39.17617467,-86.56292242
2015,11,2,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,17TH & SR45E,39.17984,-86.507088
2015,11,2,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S SHADELAND & W BLOOMFIELD,39.15570997,-86.56207993
2015,11,2,Weekday,2200,2-Car,No injury/unknown,UNSAFE BACKING,W DIXIE,39.15676251,-86.54124493
2015,11,3,Weekday,700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E3RD & PETE ELLIS,39.16424,-86.495088
2015,11,3,Weekday,700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E 3RD & SR4546N,39.164448,-86.471888
2015,11,3,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,4TH & COLLEGE,39.16538936,-86.53480429
2015,11,1,Weekend,1200,2-Car,No injury/unknown,IMPROPER TURNING,E WINSLOW & S WALNUT,39.136144,-86.528688
2015,11,5,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,INVERNESSS FARM & KNIGHTRIDGE,0,0
2015,11,3,Weekday,1000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FAIRFAX & MOFFETT,39.09984,-86.5176
2015,11,3,Weekday,900,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,BRENNICK & SR45W,39.10329819,-86.64743041
2015,11,3,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HIGHLAND & MILLER,39.146992,-86.517392
2015,11,3,Weekday,1200,3+ Cars,No injury/unknown,UNSAFE LANE MOVEMENT,EAST 3RD & REISNER,39.16420989,-86.488
2015,11,3,Weekday,1600,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,17TH & FEE,39.178928,-86.518992
2015,11,7,Weekend,600,1-Car,No injury/unknown,UNSAFE BACKING,E 10TH,39.171504,-86.512288
2015,11,3,Weekday,1700,Cyclist,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,FRITZ & WALNUT,39.191248,-86.532896
2015,11,2,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 3RD & S JEFFERSON,39.164304,-86.506992
2015,11,3,Weekday,1800,Pedestrian,Incapacitating,PEDESTRIAN ACTION,S CURRY & W 3RD,39.16463971,-86.58292349
2015,11,3,Weekday,2000,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,17TH & INDIANA,39.17902185,-86.52702358
2015,11,3,Weekday,1900,Pedestrian,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,E 10TH & JOHN HINKLE,39.171504,-86.49296
2015,11,3,Weekday,2200,2-Car,No injury/unknown,UNSAFE BACKING,E 7TH & N FORREST,39.16846991,-86.52236701
2015,11,4,Weekday,800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3600 S WALNUT ST & HEATHER,39.12398948,-86.52669977
2015,11,4,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,2ND & PATTERSON,39.15017644,-86.54850997
2015,11,3,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,N GATES,39.16987228,-86.57498168
2015,11,4,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,2ND & LANDMARK,0,0
2015,11,4,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E 3RD & S WALNUT,39.16464,-86.5336
2015,11,4,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,9TH & GRANT,39.170544,-86.529696
2015,11,4,Weekday,1200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EAST 17TH & N WASHINGTON,39.17904,-86.532096
2015,11,4,Weekday,1300,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,3RD & SMITH,39.16424,-86.480688
2015,11,4,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH LANDMARK & WEST BLOOMFIELD,39.15993981,-86.55382007
2015,11,4,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E 10TH & N RANGE,39.171504,-86.495312
2015,11,4,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BOTTOM & SR37N,39.17035524,-86.55792236
2015,11,4,Weekday,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,CAVE & GIFFORD,39.15144777,-86.6298582
2015,11,4,Weekday,2200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,3RD & MULLER,39.16450024,-86.56270019
2015,11,4,Weekday,1000,2-Car,Incapacitating,IMPROPER TURNING,HICKORY LEAF & SR45W,39.14070129,-86.57746124
2015,11,4,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,LOIS & ROGERS,39.12984,-86.538496
2015,11,3,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHOHER & WALNUT STREET,39.06860602,-86.53134986
2015,11,5,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DUNN & HILLSIDE,39.15055007,-86.52817443
2015,11,5,Weekday,900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,PETE ELLIS & THIRD,39.16949706,-86.49495966
2015,11,5,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLEGE & EAST 10TH,39.171744,-86.534768
2015,11,5,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,TAPP,39.13704,-86.572896
2015,11,4,Weekday,1100,1-Car,No injury/unknown,IMPROPER TURNING,SOUTH OLD 37 ST,39.10695267,-86.53194427
2015,11,7,Weekend,400,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,E RAMP CREEK & S FAIRFAX,39.071152,-86.503088
2015,11,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S STATE ROAD 37 & TAPP,39.13680024,-86.57320917
2015,11,5,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E MOFFETT & ORNAMENTAL,39.09973025,-86.50344154
2015,11,5,Weekday,2100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & ZIKES,39.04973065,-86.53588429
2015,11,7,Weekend,1400,1-Car,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W STATE ROAD 45,39.144969,-86.575233
2015,11,7,Weekend,1300,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,N ROGERS & W 10TH,39.175152,-86.538512
2015,11,7,Weekend,1600,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,S MULLER & W 3RD,39.16450024,-86.56270019
2015,11,6,Weekend,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR46W & STINESVILLE,39.27093674,-86.67017741
2015,11,6,Weekend,2200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CURRY PIKE & JONATHAN,39.16835994,-86.58299702
2015,11,7,Weekend,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,LAKE CREST & W BLOOMFIELD,39.15543973,-86.5624971
2015,11,7,Weekend,1200,2-Car,No injury/unknown,UNSAFE BACKING,S LIBERTY,39.145264,-86.577616
2015,11,1,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N JACOBS,39.16848755,-86.5732727
2015,11,1,Weekend,1200,2-Car,No injury/unknown,,BRANDON,39.1387336,-86.52559183
2015,11,1,Weekend,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,THIRD,39.164752,-86.573104
2015,11,7,Weekend,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S CURRY & SR45W,39.142048,-86.582592
2015,11,4,Weekday,1400,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,S KINGSTON,39.16655822,-86.492816
2015,11,7,Weekend,1900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E HICKORY STICK & E WINSLOW FARM,39.13817033,-86.5201798
2015,11,1,Weekend,1400,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,COLLEGE MALL & MOORES,39.15099695,-86.4979744
2015,11,6,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SAMPLE & SR37N,39.26616,-86.522752
2015,11,6,Weekend,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CEDAR BLUFF & SOUTH OLD STATE ROAD,39.042144,-86.5412
2015,11,7,Weekend,1900,2-Car,Incapacitating,LEFT OF CENTER,HARMONY & W ISON,39.108848,-86.6384
2015,11,1,Weekend,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,ACUFF & SR37N,39.20796535,-86.55470202
2015,11,1,Weekend,1300,Cyclist,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S WINSLOW,39.13821257,-86.524
2015,11,1,Weekday,1900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & S STANSIFER,39.108032,-86.575552
2015,11,2,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST THIRD & INDIANA,39.164448,-86.5268
2015,11,2,Weekday,900,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,SR46 & UNIONVILLE,0,0
2015,11,2,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,RATLIFF & SR45E,39.21141815,-86.62164306
2015,11,2,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CURRY PIKE & LINTEL DRIVE,0,0
2015,11,2,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CAVE ROAD & SR48W,39.163152,-86.629104
2015,11,2,Weekday,1400,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,S MULLER & W 3RD,39.16450024,-86.56270019
2015,11,2,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E WINSLOW & S WALNUT,39.136144,-86.528688
2015,11,2,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FAIRFAX & S OLD STATE ROAD 37,39.10725988,-86.53149001
2015,11,2,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,10TH & WALNUT,39.171744,-86.53352
2015,11,7,Weekend,1500,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,AIRPORT & GARRISON CHAPEL,39.13704005,-86.64115678
2015,11,1,Weekend,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BURMA & SR37N,39.3145402,-86.51147583
2015,11,2,Weekday,2200,1-Car,No injury/unknown,UNSAFE SPEED,BARR & MT TABOR,39.273888,-86.621456
2015,11,2,Weekday,1700,3+ Cars,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,RIDGEWOOD & SR46W,39.217248,-86.598992
2015,11,2,Weekday,2000,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,6431 N SR 37 & SR37N,0,0
2015,11,2,Weekday,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HARTSTRAIT & SR46W,39.22766271,-86.61599803
2015,11,2,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E BENSON,39.121568,-86.520464
2015,11,3,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N MADISON & W 17TH,39.178992,-86.537792
2015,11,2,Weekday,700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37N & VICTOR,39.105552,-86.551104
2015,11,3,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FORREST PARK & SR46W,39.21206673,-86.58700874
2015,11,3,Weekday,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST UNIVERSITY & SOUTH WOODLAWN,39.16033007,-86.52264439
2015,11,3,Weekday,1500,2-Car,No injury/unknown,IMPROPER PASSING,S MILTON & W GRAHAM,39.139968,-86.539712
2015,11,3,Weekday,1800,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,E ALLENDALE & S WALNUT STREET,39.130944,-86.526688
2015,11,4,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,S BASSWOOD,39.15001474,-86.57148427
2015,11,3,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,MONROE DAM & OLD STATE ROAD 37,39.18554492,-86.53944008
2015,11,5,Weekday,2100,2-Car,No injury/unknown,UNSAFE BACKING,LARKSPUR & WEST ALLEN,39.1557502,-86.54797017
2015,11,3,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,1ST & COLLEGE,39.1774293,-86.53473178
2015,11,3,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR37 & TAPP,39.13674164,-86.57086944
2015,11,3,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,KIMBLE & W 3RD,39.16464,-86.568
2015,11,4,Weekday,1200,Bus,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,KIRKWOOD,39.16661248,-86.5320231
2015,11,4,Weekday,700,1-Car,Incapacitating,RAN OFF ROAD RIGHT,GARRISON CHAPEL & SR48W,39.11790085,-86.64218165
2015,11,3,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,INGRAM & SR37S,38.99338926,-86.53726441
2015,11,3,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,INGRAM & SR37S,38.99338926,-86.53726441
2015,11,4,Weekday,1500,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,MOODY & S HENDERSON,39.148064,-86.526912
2015,11,4,Weekday,1600,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,11TH & N WALNUT,39.173248,-86.533488
2015,11,4,Weekday,1900,Pedestrian,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,CLARIZZ & COVENTANTER,39.15246986,-86.49054588
2015,11,4,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3RD & KINGSTON,39.1645144,-86.49292885
2015,11,4,Weekday,1500,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,BURKS & S WALNUT,39.13723389,-86.53136998
2015,11,4,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,1919 S WALNUT & MILLER,39.146944,-86.532544
2015,11,4,Weekday,2200,2-Car,Non-incapacitating,UNSAFE SPEED,3RD & LIBERTY,39.16461021,-86.57913006
2015,11,4,Weekday,1100,Bus,No injury/unknown,UNSAFE BACKING,MULLER,39.16180998,-86.56743228
2015,11,5,Weekday,400,1-Car,Incapacitating,ANIMAL/OBJECT IN ROADWAY,GARRISON CHAPEL & SR48W,39.16350729,-86.64372165
2015,11,4,Weekday,600,2-Car,No injury/unknown,IMPROPER LANE USAGE,3RD & GRANT,39.16464,-86.529728
2015,11,5,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,JOHN HINKLE,39.17056,-86.492704
2015,11,4,Weekday,1300,2-Car,No injury/unknown,DRIVER ASLEEP OR FATIGUED,4TH & SR46W,39.233344,-86.624
2015,11,4,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RUNKLE & WEST THIRD,0,0
2015,11,4,Weekday,1500,Moped/Motorcycle,Non-incapacitating,FOLLOWING TOO CLOSELY,BLUE RIDGE & WALNUT,39.14399421,-86.53452023
2015,11,5,Weekday,2000,2-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,2850 E 3RD & COLLEGE MALL,39.16424,-86.4984
2015,11,4,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,DOYLE & VILLAGE,39.15978713,-86.58387621
